GKZ;Gebietsname;Wahlberechtigte;Wahlbeteiligung in %;Stimmen;Ungültig;Gültig;ÖVP;%;SPÖ;%;FPÖ;%;GRÜNE;%;BZÖ;%;NEOS;%;REKOS;%;ANDERS;%;EUSTOP;%;;;;abgegeben;ungültig;gültig
G70711;Iselsberg-Stronach;506;21,54%;109;6;103;36;34,95%;24;23,30%;24;23,30%;11;10,68%;2;1,94%;2;1,94%;0;0,00%;1;0,97%;3;2,91%;;;;;;
G70712;Kals am Großglockner;994;30,18%;300;14;286;152;53,15%;27;9,44%;52;18,18%;25;8,74%;2;0,70%;13;4,55%;8;2,80%;4;1,40%;3;1,05%;;;;;;
G70713;Kartitsch;695;37,41%;260;9;251;189;75,30%;11;4,38%;17;6,77%;15;5,98%;0;0,00%;11;4,38%;6;2,39%;2;0,80%;0;0,00%;;;;;;
G70714;Lavant;242;38,84%;94;10;84;35;41,67%;6;7,14%;21;25,00%;11;13,10%;1;1,19%;8;9,52%;2;2,38%;0;0,00%;0;0,00%;;;;;;
G70715;Leisach;664;30,42%;202;3;199;73;36,68%;35;17,59%;22;11,06%;28;14,07%;1;0,50%;23;11,56%;2;1,01%;7;3,52%;8;4,02%;;;;;;
G70716;Lienz;9805;29,78%;2920;53;2867;884;30,83%;711;24,80%;403;14,06%;414;14,44%;13;0,45%;254;8,86%;39;1,36%;52;1,81%;97;3,38%;;;;;;
G70717;Matrei in Osttirol;3826;25,17%;963;30;933;443;47,48%;102;10,93%;181;19,40%;98;10,50%;2;0,21%;60;6,43%;24;2,57%;7;0,75%;16;1,71%;;;;;;
G70718;Nikolsdorf;697;42,75%;298;4;294;157;53,40%;39;13,27%;35;11,90%;36;12,24%;0;0,00%;20;6,80%;3;1,02%;1;0,34%;3;1,02%;;;;;;
G70719;Nußdorf-Debant;2672;33,38%;892;36;856;262;30,61%;208;24,30%;145;16,94%;101;11,80%;3;0,35%;81;9,46%;10;1,17%;12;1,40%;34;3,97%;;;;;;
G70720;Oberlienz;1185;29,03%;344;8;336;167;49,70%;32;9,52%;53;15,77%;41;12,20%;1;0,30%;20;5,95%;6;1,79%;0;0,00%;16;4,76%;;;;;;
G70721;Obertilliach;557;26,03%;145;2;143;112;78,32%;2;1,40%;14;9,79%;8;5,59%;0;0,00%;4;2,80%;1;0,70%;1;0,70%;1;0,70%;;;;;;
G70723;Prägraten am Großvenediger;993;26,79%;266;5;261;160;61,30%;10;3,83%;54;20,69%;12;4,60%;1;0,38%;15;5,75%;7;2,68%;0;0,00%;2;0,77%;;;;;;
G70724;St. Jakob in Defereggen;754;37,93%;286;3;283;121;42,76%;18;6,36%;108;38,16%;11;3,89%;0;0,00%;21;7,42%;2;0,71%;0;0,00%;2;0,71%;;;;;;
G70725;St. Johann im Walde;222;31,98%;71;0;71;50;70,42%;1;1,41%;7;9,86%;2;2,82%;0;0,00%;8;11,27%;1;1,41%;0;0,00%;2;2,82%;;;;;;
G70726;St. Veit in Defereggen;576;22,05%;127;5;122;72;59,02%;3;2,46%;23;18,85%;7;5,74%;1;0,82%;10;8,20%;1;0,82%;3;2,46%;2;1,64%;;;;;;
G70727;Schlaiten;403;32,51%;131;11;120;60;50,00%;7;5,83%;29;24,17%;6;5,00%;2;1,67%;6;5,00%;5;4,17%;3;2,50%;2;1,67%;;;;;;
G70728;Sillian;1674;30,35%;508;18;490;270;55,10%;52;10,61%;78;15,92%;39;7,96%;1;0,20%;28;5,71%;10;2,04%;6;1,22%;6;1,22%;;;;;;
G70729;Strassen;651;34,72%;226;15;211;116;54,98%;17;8,06%;34;16,11%;15;7,11%;2;0,95%;19;9,00%;5;2,37%;2;0,95%;1;0,47%;;;;;;
G70731;Thurn;511;46,18%;236;11;225;120;53,33%;19;8,44%;31;13,78%;34;15,11%;1;0,44%;11;4,89%;0;0,00%;6;2,67%;3;1,33%;;;;;;
G70732;Tristach;1100;39,09%;430;10;420;173;41,19%;74;17,62%;58;13,81%;57;13,57%;3;0,71%;34;8,10%;4;0,95%;6;1,43%;11;2,62%;;;;;;
G70733;Untertilliach;201;32,84%;66;3;63;40;63,49%;1;1,59%;8;12,70%;7;11,11%;0;0,00%;3;4,76%;2;3,17%;2;3,17%;0;0,00%;;;;;;
G70734;Virgen;1756;26,54%;466;15;451;178;39,47%;59;13,08%;120;26,61%;34;7,54%;2;0,44%;37;8,20%;8;1,77%;0;0,00%;13;2,88%;;;;;;
G70735;Heinfels;834;32,85%;274;7;267;144;53,93%;26;9,74%;33;12,36%;29;10,86%;0;0,00%;27;10,11%;3;1,12%;1;0,37%;4;1,50%;;;;;;
G70799;Wahlkarten - Lienz;0;;1372;13;1359;436;32,08%;201;14,79%;141;10,38%;265;19,50%;4;0,29%;216;15,89%;13;0,96%;33;2,43%;50;3,68%;;;;;;
G70800;Reutte;22944;33,95%;7790;122;7668;3233;42,16%;1076;14,03%;1185;15,45%;1096;14,29%;30;0,39%;658;8,58%;155;2,02%;95;1,24%;140;1,83%;;;;;;
G70801;Bach;499;35,47%;177;2;175;78;44,57%;20;11,43%;34;19,43%;20;11,43%;0;0,00%;10;5,71%;0;0,00%;6;3,43%;7;4,00%;;;;;;
G70802;Berwang;432;36,34%;157;5;152;61;40,13%;24;15,79%;23;15,13%;21;13,82%;0;0,00%;16;10,53%;3;1,97%;0;0,00%;4;2,63%;;;;;;
G70803;Biberwier;440;29,55%;130;1;129;74;57,36%;8;6,20%;15;11,63%;14;10,85%;0;0,00%;11;8,53%;2;1,55%;4;3,10%;1;0,78%;;;;;;
G70804;Bichlbach;545;31,93%;174;0;174;84;48,28%;20;11,49%;24;13,79%;18;10,34%;1;0,57%;18;10,34%;5;2,87%;0;0,00%;4;2,30%;;;;;;
G70805;Breitenwang;1122;33,87%;380;4;376;94;25,00%;68;18,09%;61;16,22%;91;24,20%;1;0,27%;40;10,64%;6;1,60%;6;1,60%;9;2,39%;;;;;;
G70806;Ehenbichl;627;36,04%;226;1;225;75;33,33%;36;16,00%;34;15,11%;45;20,00%;0;0,00%;18;8,00%;9;4,00%;4;1,78%;4;1,78%;;;;;;
G70807;Ehrwald;1800;31,11%;560;11;549;274;49,91%;66;12,02%;95;17,30%;47;8,56%;2;0,36%;53;9,65%;4;0,73%;3;0,55%;5;0,91%;;;;;;
G70808;Elbigenalp;679;32,70%;222;5;217;111;51,15%;13;5,99%;39;17,97%;27;12,44%;2;0,92%;10;4,61%;4;1,84%;3;1,38%;8;3,69%;;;;;;
G70809;Elmen;300;27,00%;81;0;81;41;50,62%;6;7,41%;14;17,28%;12;14,81%;2;2,47%;4;4,94%;1;1,23%;1;1,23%;0;0,00%;;;;;;
G70810;Forchach;214;38,32%;82;0;82;26;31,71%;5;6,10%;27;32,93%;3;3,66%;0;0,00%;4;4,88%;11;13,41%;0;0,00%;6;7,32%;;;;;;
G70811;Grän;381;28,87%;110;2;108;59;54,63%;4;3,70%;12;11,11%;17;15,74%;0;0,00%;12;11,11%;1;0,93%;1;0,93%;2;1,85%;;;;;;
G70812;Gramais;37;56,76%;21;0;21;17;80,95%;1;4,76%;1;4,76%;1;4,76%;0;0,00%;0;0,00%;0;0,00%;0;0,00%;1;4,76%;;;;;;
G70813;Häselgehr;528;21,78%;115;6;109;50;45,87%;9;8,26%;18;16,51%;24;22,02%;0;0,00%;6;5,50%;0;0,00%;2;1,83%;0;0,00%;;;;;;
G70814;Heiterwang;416;25,48%;106;0;106;48;45,28%;12;11,32%;18;16,98%;12;11,32%;1;0,94%;11;10,38%;2;1,89%;0;0,00%;2;1,89%;;;;;;
G70815;Hinterhornbach;73;58,90%;43;1;42;38;90,48%;1;2,38%;1;2,38%;0;0,00%;0;0,00%;2;4,76%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G70816;Höfen;963;24,30%;234;5;229;90;39,30%;38;16,59%;40;17,47%;39;17,03%;0;0,00%;17;7,42%;3;1,31%;1;0,44%;1;0,44%;;;;;;
G70817;Holzgau;321;39,25%;126;0;126;64;50,79%;17;13,49%;18;14,29%;14;11,11%;0;0,00%;9;7,14%;2;1,59%;2;1,59%;0;0,00%;;;;;;
G70818;Jungholz;115;33,04%;38;0;38;28;73,68%;0;0,00%;6;15,79%;3;7,89%;0;0,00%;1;2,63%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G70819;Kaisers;57;40,35%;23;0;23;17;73,91%;2;8,70%;4;17,39%;0;0,00%;0;0,00%;0;0,00%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G70820;Lechaschau;1491;26,89%;401;4;397;152;38,29%;64;16,12%;59;14,86%;69;17,38%;2;0,50%;39;9,82%;2;0,50%;4;1,01%;6;1,51%;;;;;;
G70821;Lermoos;768;28,91%;222;5;217;100;46,08%;17;7,83%;39;17,97%;33;15,21%;1;0,46%;15;6,91%;4;1,84%;6;2,76%;2;0,92%;;;;;;
G70822;Musau;288;26,74%;77;1;76;41;53,95%;13;17,11%;11;14,47%;4;5,26%;2;2,63%;4;5,26%;0;0,00%;1;1,32%;0;0,00%;;;;;;
G70823;Namlos;71;39,44%;28;0;28;18;64,29%;4;14,29%;3;10,71%;0;0,00%;0;0,00%;2;7,14%;0;0,00%;1;3,57%;0;0,00%;;;;;;
G70824;Nesselwängle;326;35,58%;116;0;116;61;52,59%;8;6,90%;20;17,24%;15;12,93%;1;0,86%;7;6,03%;1;0,86%;2;1,72%;1;0,86%;;;;;;
G70825;Pfafflar;95;30,53%;29;0;29;21;72,41%;2;6,90%;2;6,90%;2;6,90%;0;0,00%;1;3,45%;0;0,00%;0;0,00%;1;3,45%;;;;;;
G70826;Pflach;898;27,73%;249;9;240;64;26,67%;46;19,17%;55;22,92%;37;15,42%;0;0,00%;17;7,08%;8;3,33%;5;2,08%;8;3,33%;;;;;;
G70827;Pinswang;295;28,47%;84;4;80;34;42,50%;12;15,00%;11;13,75%;17;21,25%;1;1,25%;2;2,50%;0;0,00%;2;2,50%;1;1,25%;;;;;;
G70828;Reutte;4189;25,64%;1074;17;1057;298;28,19%;255;24,12%;166;15,70%;205;19,39%;1;0,09%;88;8,33%;15;1,42%;15;1,42%;14;1,32%;;;;;;
G70829;Schattwald;300;35,00%;105;2;103;65;63,11%;3;2,91%;10;9,71%;16;15,53%;0;0,00%;6;5,83%;2;1,94%;1;0,97%;0;0,00%;;;;;;
G70830;Stanzach;335;28,66%;96;1;95;41;43,16%;14;14,74%;14;14,74%;12;12,63%;0;0,00%;8;8,42%;1;1,05%;4;4,21%;1;1,05%;;;;;;
G70831;Steeg;510;34,71%;177;2;175;131;74,86%;2;1,14%;11;6,29%;16;9,14%;0;0,00%;12;6,86%;1;0,57%;0;0,00%;2;1,14%;;;;;;
G70832;Tannheim;729;27,43%;200;3;197;103;52,28%;22;11,17%;21;10,66%;17;8,63%;0;0,00%;18;9,14%;14;7,11%;1;0,51%;1;0,51%;;;;;;
G70833;Vils;1079;34,38%;371;12;359;155;43,18%;52;14,48%;55;15,32%;35;9,75%;5;1,39%;32;8,91%;19;5,29%;1;0,28%;5;1,39%;;;;;;
G70834;Vorderhornbach;220;46,82%;103;4;99;58;58,59%;10;10,10%;6;6,06%;8;8,08%;0;0,00%;12;12,12%;0;0,00%;0;0,00%;5;5,05%;;;;;;
G70835;Wängle;641;33,23%;213;2;211;106;50,24%;28;13,27%;34;16,11%;16;7,58%;4;1,90%;13;6,16%;7;3,32%;2;0,95%;1;0,47%;;;;;;
G70836;Weißenbach am Lech;979;25,64%;251;6;245;75;30,61%;48;19,59%;52;21,22%;26;10,61%;0;0,00%;21;8,57%;16;6,53%;0;0,00%;7;2,86%;;;;;;
G70837;Zöblen;181;29,83%;54;0;54;42;77,78%;1;1,85%;3;5,56%;6;11,11%;0;0,00%;2;3,70%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G70899;Wahlkarten - Reutte;0;;935;7;928;339;36,53%;125;13,47%;129;13,90%;154;16,59%;4;0,43%;117;12,61%;12;1,29%;17;1,83%;31;3,34%;;;;;;
G70900;Schwaz;59829;30,50%;18247;323;17924;6226;34,74%;2946;16,44%;3597;20,07%;2536;14,15%;74;0,41%;1504;8,39%;256;1,43%;219;1,22%;566;3,16%;;;;;;
G70901;Achenkirch;1574;28,34%;446;8;438;179;40,87%;54;12,33%;96;21,92%;33;7,53%;2;0,46%;47;10,73%;13;2,97%;3;0,68%;11;2,51%;;;;;;
G70902;Aschau im Zillertal;1311;24,03%;315;6;309;147;47,57%;31;10,03%;59;19,09%;33;10,68%;5;1,62%;19;6,15%;9;2,91%;2;0,65%;4;1,29%;;;;;;
G70903;Brandberg;273;28,57%;78;3;75;48;64,00%;5;6,67%;9;12,00%;7;9,33%;0;0,00%;1;1,33%;2;2,67%;2;2,67%;1;1,33%;;;;;;
G70904;Bruck am Ziller;808;30,45%;246;5;241;98;40,66%;34;14,11%;56;23,24%;20;8,30%;0;0,00%;20;8,30%;5;2,07%;0;0,00%;8;3,32%;;;;;;
G70905;Buch in Tirol;1992;30,52%;608;5;603;147;24,38%;106;17,58%;173;28,69%;97;16,09%;2;0,33%;38;6,30%;3;0,50%;14;2,32%;23;3,81%;;;;;;
G70907;Eben am Achensee;2031;27,67%;562;9;553;198;35,80%;97;17,54%;112;20,25%;72;13,02%;5;0,90%;49;8,86%;6;1,08%;1;0,18%;13;2,35%;;;;;;
G70908;Finkenberg;1120;27,05%;303;3;300;137;45,67%;50;16,67%;51;17,00%;31;10,33%;1;0,33%;17;5,67%;3;1,00%;3;1,00%;7;2,33%;;;;;;
G70909;Fügen;2730;21,21%;579;5;574;191;33,28%;102;17,77%;146;25,44%;67;11,67%;1;0,17%;32;5,57%;5;0,87%;7;1,22%;23;4,01%;;;;;;
G70910;Fügenberg;1016;21,85%;222;6;216;119;55,09%;17;7,87%;39;18,06%;26;12,04%;2;0,93%;8;3,70%;0;0,00%;1;0,46%;4;1,85%;;;;;;
G70911;Gallzein;468;27,35%;128;3;125;49;39,20%;9;7,20%;32;25,60%;19;15,20%;0;0,00%;11;8,80%;0;0,00%;4;3,20%;1;0,80%;;;;;;
G70912;Gerlos;586;41,30%;242;3;239;141;59,00%;25;10,46%;37;15,48%;13;5,44%;1;0,42%;13;5,44%;4;1,67%;1;0,42%;4;1,67%;;;;;;
G70913;Gerlosberg;374;21,39%;80;0;80;41;51,25%;2;2,50%;22;27,50%;4;5,00%;1;1,25%;5;6,25%;3;3,75%;2;2,50%;0;0,00%;;;;;;
G70914;Hainzenberg;533;21,39%;114;0;114;56;49,12%;10;8,77%;17;14,91%;7;6,14%;2;1,75%;9;7,89%;9;7,89%;1;0,88%;3;2,63%;;;;;;
G70915;Hart im Zillertal;1175;23,74%;279;5;274;113;41,24%;26;9,49%;66;24,09%;32;11,68%;1;0,36%;20;7,30%;2;0,73%;6;2,19%;8;2,92%;;;;;;
G70916;Hippach;1083;13,57%;147;1;146;81;55,48%;16;10,96%;25;17,12%;10;6,85%;1;0,68%;6;4,11%;6;4,11%;1;0,68%;0;0,00%;;;;;;
G70917;Jenbach;4952;28,70%;1421;27;1394;276;19,80%;340;24,39%;404;28,98%;209;14,99%;5;0,36%;76;5,45%;8;0,57%;13;0,93%;63;4,52%;;;;;;
G70918;Kaltenbach;877;23,49%;206;8;198;77;38,89%;44;22,22%;30;15,15%;24;12,12%;0;0,00%;8;4,04%;7;3,54%;3;1,52%;5;2,53%;;;;;;
G70920;Mayrhofen;2568;23,40%;601;16;585;212;36,24%;98;16,75%;121;20,68%;73;12,48%;4;0,68%;55;9,40%;2;0,34%;6;1,03%;14;2,39%;;;;;;
G70921;Pill;912;30,70%;280;11;269;104;38,66%;40;14,87%;61;22,68%;33;12,27%;3;1,12%;24;8,92%;1;0,37%;2;0,74%;1;0,37%;;;;;;
G70922;Ramsau im Zillertal;1199;22,69%;272;6;266;94;35,34%;43;16,17%;57;21,43%;27;10,15%;0;0,00%;28;10,53%;5;1,88%;6;2,26%;6;2,26%;;;;;;
G70923;Ried im Zillertal;928;27,48%;255;7;248;123;49,60%;32;12,90%;26;10,48%;31;12,50%;0;0,00%;26;10,48%;3;1,21%;0;0,00%;7;2,82%;;;;;;
G70924;Rohrberg;402;26,62%;107;2;105;34;32,38%;26;24,76%;18;17,14%;13;12,38%;0;0,00%;4;3,81%;2;1,90%;0;0,00%;8;7,62%;;;;;;
G70925;Schlitters;1044;25,67%;268;7;261;117;44,83%;23;8,81%;56;21,46%;24;9,20%;0;0,00%;30;11,49%;5;1,92%;2;0,77%;4;1,53%;;;;;;
G70926;Schwaz;9830;27,52%;2705;45;2660;685;25,75%;511;19,21%;505;18,98%;497;18,68%;8;0,30%;245;9,21%;43;1,62%;56;2,11%;110;4,14%;;;;;;
G70927;Schwendau;1199;20,10%;241;5;236;120;50,85%;13;5,51%;51;21,61%;24;10,17%;2;0,85%;18;7,63%;3;1,27%;0;0,00%;5;2,12%;;;;;;
G70928;Stans;1524;31,76%;484;9;475;154;32,42%;73;15,37%;97;20,42%;77;16,21%;3;0,63%;44;9,26%;7;1,47%;4;0,84%;16;3,37%;;;;;;
G70929;Steinberg am Rofan;221;42,08%;93;4;89;74;83,15%;5;5,62%;2;2,25%;4;4,49%;0;0,00%;1;1,12%;1;1,12%;1;1,12%;1;1,12%;;;;;;
G70930;Strass im Zillertal;638;35,11%;224;4;220;91;41,36%;27;12,27%;40;18,18%;26;11,82%;1;0,45%;20;9,09%;7;3,18%;4;1,82%;4;1,82%;;;;;;
G70931;Stumm;1425;23,86%;340;7;333;144;43,24%;54;16,22%;49;14,71%;39;11,71%;0;0,00%;28;8,41%;6;1,80%;3;0,90%;10;3,00%;;;;;;
G70932;Stummerberg;648;17,28%;112;0;112;73;65,18%;8;7,14%;23;20,54%;3;2,68%;0;0,00%;3;2,68%;0;0,00%;0;0,00%;2;1,79%;;;;;;
G70933;Terfens;1624;33,87%;550;17;533;158;29,64%;93;17,45%;112;21,01%;107;20,08%;4;0,75%;38;7,13%;5;0,94%;7;1,31%;9;1,69%;;;;;;
G70934;Tux;1422;33,05%;470;10;460;252;54,78%;54;11,74%;62;13,48%;23;5,00%;2;0,43%;39;8,48%;17;3,70%;1;0,22%;10;2,17%;;;;;;
G70935;Uderns;1274;26,22%;334;4;330;91;27,58%;96;29,09%;68;20,61%;32;9,70%;0;0,00%;27;8,18%;2;0,61%;4;1,21%;10;3,03%;;;;;;
G70936;Vomp;3554;26,14%;929;16;913;306;33,52%;178;19,50%;167;18,29%;146;15,99%;1;0,11%;49;5,37%;9;0,99%;14;1,53%;43;4,71%;;;;;;
G70937;Weer;1165;32,88%;383;8;375;135;36,00%;52;13,87%;70;18,67%;80;21,33%;2;0,53%;21;5,60%;2;0,53%;4;1,07%;9;2,40%;;;;;;
G70938;Weerberg;1879;23,63%;444;7;437;204;46,68%;45;10,30%;75;17,16%;50;11,44%;2;0,46%;43;9,84%;4;0,92%;4;0,92%;10;2,29%;;;;;;
G70939;Wiesing;1577;30,63%;483;9;474;134;28,27%;94;19,83%;115;24,26%;61;12,87%;1;0,21%;35;7,38%;7;1,48%;10;2,11%;17;3,59%;;;;;;
G70940;Zell am Ziller;1385;25,13%;348;7;341;134;39,30%;72;21,11%;63;18,48%;30;8,80%;1;0,29%;23;6,74%;10;2,93%;1;0,29%;7;2,05%;;;;;;
G70941;Zellberg;508;28,74%;146;3;143;57;39,86%;22;15,38%;23;16,08%;16;11,19%;0;0,00%;16;11,19%;9;6,29%;0;0,00%;0;0,00%;;;;;;
G70999;Wahlkarten - Schwaz;0;;2202;22;2180;632;28,99%;319;14,63%;362;16,61%;416;19,08%;11;0,50%;308;14,13%;21;0,96%;26;1,19%;85;3,90%;;;;;;
G80000;Vorarlberg;270821;39,15%;106033;1274;104759;29593;28,25%;11082;10,58%;17868;17,06%;24400;23,29%;430;0,41%;15618;14,91%;2290;2,19%;1804;1,72%;1674;1,60%;;;;;;
G8A000;Vorarlberg Nord;151256;38,99%;58972;694;58278;17154;29,43%;5831;10,01%;10030;17,21%;13473;23,12%;235;0,40%;8516;14,61%;1273;2,18%;952;1,63%;814;1,40%;;;;;;
G8A099;Wahlkarten - Vorarlberg Nord;0;;7954;63;7891;2025;25,66%;754;9,56%;1037;13,14%;2065;26,17%;24;0,30%;1547;19,60%;128;1,62%;160;2,03%;151;1,91%;;;;;;
G8B000;Vorarlberg Süd;119565;39,36%;47061;580;46481;12439;26,76%;5251;11,30%;7838;16,86%;10927;23,51%;195;0,42%;7102;15,28%;1017;2,19%;852;1,83%;860;1,85%;;;;;;
G8B099;Wahlkarten - Vorarlberg Süd;0;;6417;35;6382;1596;25,01%;699;10,95%;820;12,85%;1675;26,25%;26;0,41%;1205;18,88%;93;1,46%;128;2,01%;140;2,19%;;;;;;
G80099;Wahlkarten - Vorarlberg;0;;14371;98;14273;3621;25,37%;1453;10,18%;1857;13,01%;3740;26,20%;50;0,35%;2752;19,28%;221;1,55%;288;2,02%;291;2,04%;;;;;;
G80100;Bludenz;45698;39,65%;18118;222;17896;5162;28,84%;2382;13,31%;3235;18,08%;3345;18,69%;85;0,47%;2683;14,99%;378;2,11%;323;1,80%;303;1,69%;;;;;;
G80101;Bartholomäberg;1760;31,93%;562;9;553;175;31,65%;62;11,21%;110;19,89%;84;15,19%;6;1,08%;86;15,55%;16;2,89%;9;1,63%;5;0,90%;;;;;;
G80102;Blons;228;42,54%;97;4;93;64;68,82%;3;3,23%;6;6,45%;3;3,23%;1;1,08%;16;17,20%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G80103;Bludenz;9663;33,52%;3239;44;3195;759;23,76%;614;19,22%;592;18,53%;654;20,47%;14;0,44%;392;12,27%;51;1,60%;65;2,03%;54;1,69%;;;;;;
G80104;Bludesch;1528;31,81%;486;4;482;90;18,67%;61;12,66%;103;21,37%;110;22,82%;5;1,04%;75;15,56%;16;3,32%;11;2,28%;11;2,28%;;;;;;
G80105;Brand;480;32,92%;158;1;157;73;46,50%;9;5,73%;32;20,38%;15;9,55%;1;0,64%;20;12,74%;1;0,64%;2;1,27%;4;2,55%;;;;;;
G80106;Bürs;2302;34,32%;790;8;782;179;22,89%;173;22,12%;132;16,88%;138;17,65%;3;0,38%;102;13,04%;10;1,28%;32;4,09%;13;1,66%;;;;;;
G80107;Bürserberg;409;38,63%;158;3;155;60;38,71%;13;8,39%;32;20,65%;24;15,48%;1;0,65%;19;12,26%;4;2,58%;0;0,00%;2;1,29%;;;;;;
G80108;Dalaas;1167;43,79%;511;6;505;125;24,75%;77;15,25%;95;18,81%;62;12,28%;1;0,20%;124;24,55%;5;0,99%;5;0,99%;11;2,18%;;;;;;
G80109;Fontanella;329;43,77%;144;0;144;102;70,83%;3;2,08%;2;1,39%;9;6,25%;0;0,00%;11;7,64%;14;9,72%;0;0,00%;3;2,08%;;;;;;
G80110;Gaschurn;1209;27,54%;333;5;328;110;33,54%;42;12,80%;69;21,04%;46;14,02%;0;0,00%;43;13,11%;8;2,44%;3;0,91%;7;2,13%;;;;;;
G80111;Innerbraz;738;46,75%;345;8;337;77;22,85%;66;19,58%;66;19,58%;64;18,99%;1;0,30%;53;15,73%;4;1,19%;4;1,19%;2;0,59%;;;;;;
G80112;Klösterle;533;40,34%;215;2;213;85;39,91%;28;13,15%;32;15,02%;15;7,04%;1;0,47%;48;22,54%;1;0,47%;1;0,47%;2;0,94%;;;;;;
G80113;Lech;1131;19,98%;226;4;222;131;59,01%;11;4,95%;15;6,76%;26;11,71%;1;0,45%;37;16,67%;1;0,45%;0;0,00%;0;0,00%;;;;;;
G80114;Lorüns;209;40,67%;85;0;85;29;34,12%;8;9,41%;9;10,59%;19;22,35%;0;0,00%;15;17,65%;2;2,35%;2;2,35%;1;1,18%;;;;;;
G80115;Ludesch;2385;31,28%;746;10;736;160;21,74%;75;10,19%;150;20,38%;174;23,64%;6;0,82%;113;15,35%;25;3,40%;19;2,58%;14;1,90%;;;;;;
G80116;Nenzing;4505;34,34%;1547;21;1526;395;25,88%;133;8,72%;418;27,39%;264;17,30%;4;0,26%;219;14,35%;30;1,97%;34;2,23%;29;1,90%;;;;;;
G80117;Nüziders;3719;39,96%;1486;29;1457;382;26,22%;235;16,13%;212;14,55%;301;20,66%;6;0,41%;248;17,02%;31;2,13%;19;1,30%;23;1,58%;;;;;;
G80118;Raggal;631;41,52%;262;0;262;133;50,76%;7;2,67%;27;10,31%;43;16,41%;2;0,76%;30;11,45%;14;5,34%;5;1,91%;1;0,38%;;;;;;
G80119;St. Anton im Montafon;544;33,09%;180;4;176;49;27,84%;24;13,64%;34;19,32%;28;15,91%;1;0,57%;23;13,07%;5;2,84%;9;5,11%;3;1,70%;;;;;;
G80120;St. Gallenkirch;1761;23,96%;422;3;419;119;28,40%;67;15,99%;111;26,49%;47;11,22%;2;0,48%;49;11,69%;10;2,39%;5;1,19%;9;2,15%;;;;;;
G80121;St. Gerold;269;44,61%;120;1;119;63;52,94%;3;2,52%;16;13,45%;18;15,13%;1;0,84%;10;8,40%;8;6,72%;0;0,00%;0;0,00%;;;;;;
G80122;Schruns;2830;32,37%;916;13;903;282;31,23%;94;10,41%;170;18,83%;191;21,15%;5;0,55%;125;13,84%;17;1,88%;7;0,78%;12;1,33%;;;;;;
G80123;Silbertal;690;25,65%;177;4;173;69;39,88%;23;13,29%;40;23,12%;14;8,09%;0;0,00%;20;11,56%;2;1,16%;1;0,58%;4;2,31%;;;;;;
G80124;Sonntag;546;47,80%;261;4;257;150;58,37%;4;1,56%;11;4,28%;26;10,12%;0;0,00%;29;11,28%;32;12,45%;4;1,56%;1;0,39%;;;;;;
G80125;Stallehr;206;38,35%;79;1;78;30;38,46%;9;11,54%;13;16,67%;5;6,41%;1;1,28%;16;20,51%;0;0,00%;3;3,85%;1;1,28%;;;;;;
G80126;Thüringen;1598;36,17%;578;6;572;167;29,20%;55;9,62%;76;13,29%;142;24,83%;4;0,70%;77;13,46%;20;3,50%;16;2,80%;15;2,62%;;;;;;
G80127;Thüringerberg;542;41,88%;227;5;222;99;44,59%;9;4,05%;27;12,16%;38;17,12%;2;0,90%;31;13,96%;10;4,50%;3;1,35%;3;1,35%;;;;;;
G80128;Tschagguns;1736;31,39%;545;3;542;148;27,31%;56;10,33%;107;19,74%;124;22,88%;3;0,55%;72;13,28%;14;2,58%;11;2,03%;7;1,29%;;;;;;
G80129;Vandans;2050;32,15%;659;8;651;155;23,81%;80;12,29%;156;23,96%;119;18,28%;3;0,46%;113;17,36%;5;0,77%;9;1,38%;11;1,69%;;;;;;
G80199;Wahlkarten - Bludenz;0;;2564;12;2552;702;27,51%;338;13,24%;372;14,58%;542;21,24%;10;0,39%;467;18,30%;22;0,86%;44;1,72%;55;2,16%;;;;;;
G80200;Bregenz;91849;39,81%;36565;463;36102;11668;32,32%;3641;10,09%;5767;15,97%;7977;22,10%;127;0,35%;5112;14,16%;765;2,12%;570;1,58%;475;1,32%;;;;;;
G80201;Alberschwende;2398;42,41%;1017;25;992;360;36,29%;44;4,44%;162;16,33%;220;22,18%;1;0,10%;152;15,32%;34;3,43%;8;0,81%;11;1,11%;;;;;;
G80202;Andelsbuch;1746;35,28%;616;11;605;281;46,45%;29;4,79%;51;8,43%;130;21,49%;1;0,17%;85;14,05%;21;3,47%;6;0,99%;1;0,17%;;;;;;
G80203;Au;1360;30,29%;412;2;410;197;48,05%;10;2,44%;61;14,88%;62;15,12%;1;0,24%;68;16,59%;4;0,98%;1;0,24%;6;1,46%;;;;;;
G80204;Bezau;1387;30,57%;424;5;419;186;44,39%;10;2,39%;39;9,31%;73;17,42%;3;0,72%;87;20,76%;15;3,58%;4;0,95%;2;0,48%;;;;;;
G80205;Bildstein;562;35,59%;200;1;199;80;40,20%;9;4,52%;34;17,09%;37;18,59%;0;0,00%;30;15,08%;2;1,01%;6;3,02%;1;0,50%;;;;;;
